ID,codigo_sisin,nombre_proyecto,objetivo_general,CostoTotal$us.,cod_entidad,sigla_entidad,entidad,cod_sector,sector,cod_subsector,subsector,cod_tipo_proyecto,tipoproyecto,departamento,municipio,fuente,fte_sigla,organismo,org_sigla,convenio,sisfin,numero_contrato,municipio,Cod_Mun,Lat_Fin,Long_Fin
366,0410021300000,APOYO AL DESAR. SOSTENIBLE LOCAL DEL LAGO TITICACA,MEJORAR Y APOYAR EL DESARROLLO TURISTICO DEL LAGO TITICACA,4255,0052,MIN-CULT,Ministerio de Culturas,3,INDUSTRIA Y TURISMO,3.3,TURISMO,3.3.1,PROMOCION Y DESARROLLO TURISTICO,LA PAZ,Multimunicipal INGAVI,70,CREDEX,415,AIF,DESARROLLO SOSTENIBLE DEL LAGO TITICACA,04355,4379-BO,Multimunicipal INGAVI,20801,-16.653523,-68.301615
367,0410021300000,APOYO AL DESAR. SOSTENIBLE LOCAL DEL LAGO TITICACA,MEJORAR Y APOYAR EL DESARROLLO TURISTICO DEL LAGO TITICACA,20023,0052,MIN-CULT,Ministerio de Culturas,3,INDUSTRIA Y TURISMO,3.3,TURISMO,3.3.1,PROMOCION Y DESARROLLO TURISTICO,LA PAZ,Multimunicipal INGAVI,70,CREDEX,415,AIF,DESARROLLO SOSTENIBLE DEL LAGO TITICACA,04355,4379-BO,Multimunicipal INGAVI,20801,-16.653523,-68.301615
368,0410021300000,APOYO AL DESAR. SOSTENIBLE LOCAL DEL LAGO TITICACA,MEJORAR Y APOYAR EL DESARROLLO TURISTICO DEL LAGO TITICACA,372547,0052,MIN-CULT,Ministerio de Culturas,3,INDUSTRIA Y TURISMO,3.3,TURISMO,3.3.1,PROMOCION Y DESARROLLO TURISTICO,LA PAZ,Multimunicipal INGAVI,70,CREDEX,415,AIF,DESARROLLO SOSTENIBLE DEL LAGO TITICACA,04355,4379-BO,Multimunicipal INGAVI,20801,-16.653523,-68.301615
369,0410021300000,APOYO AL DESAR. SOSTENIBLE LOCAL DEL LAGO TITICACA,MEJORAR Y APOYAR EL DESARROLLO TURISTICO DEL LAGO TITICACA,4939,0052,MIN-CULT,Ministerio de Culturas,3,INDUSTRIA Y TURISMO,3.3,TURISMO,3.3.1,PROMOCION Y DESARROLLO TURISTICO,LA PAZ,Multimunicipal INGAVI,70,CREDEX,415,AIF,DESARROLLO SOSTENIBLE DEL LAGO TITICACA,04355,4379-BO,Multimunicipal INGAVI,20801,-16.653523,-68.301615
370,0410021300000,APOYO AL DESAR. SOSTENIBLE LOCAL DEL LAGO TITICACA,MEJORAR Y APOYAR EL DESARROLLO TURISTICO DEL LAGO TITICACA,2869,0052,MIN-CULT,Ministerio de Culturas,3,INDUSTRIA Y TURISMO,3.3,TURISMO,3.3.1,PROMOCION Y DESARROLLO TURISTICO,LA PAZ,Multimunicipal INGAVI,70,CREDEX,415,AIF,DESARROLLO SOSTENIBLE DEL LAGO TITICACA,04355,4379-BO,Multimunicipal INGAVI,20801,-16.653523,-68.301615
371,0410021300000,APOYO AL DESAR. SOSTENIBLE LOCAL DEL LAGO TITICACA,MEJORAR Y APOYAR EL DESARROLLO TURISTICO DEL LAGO TITICACA,4255,0052,MIN-CULT,Ministerio de Culturas,3,INDUSTRIA Y TURISMO,3.3,TURISMO,3.3.1,PROMOCION Y DESARROLLO TURISTICO,LA PAZ,Multimunicipal LOS ANDES,70,CREDEX,415,AIF,DESARROLLO SOSTENIBLE DEL LAGO TITICACA,04355,4379-BO,Multimunicipal LOS ANDES,21201,-16.399792,-68.477679
372,0410021300000,APOYO AL DESAR. SOSTENIBLE LOCAL DEL LAGO TITICACA,MEJORAR Y APOYAR EL DESARROLLO TURISTICO DEL LAGO TITICACA,20023,0052,MIN-CULT,Ministerio de Culturas,3,INDUSTRIA Y TURISMO,3.3,TURISMO,3.3.1,PROMOCION Y DESARROLLO TURISTICO,LA PAZ,Multimunicipal LOS ANDES,70,CREDEX,415,AIF,DESARROLLO SOSTENIBLE DEL LAGO TITICACA,04355,4379-BO,Multimunicipal LOS ANDES,21201,-16.399792,-68.477679
373,0410021300000,APOYO AL DESAR. SOSTENIBLE LOCAL DEL LAGO TITICACA,MEJORAR Y APOYAR EL DESARROLLO TURISTICO DEL LAGO TITICACA,372547,0052,MIN-CULT,Ministerio de Culturas,3,INDUSTRIA Y TURISMO,3.3,TURISMO,3.3.1,PROMOCION Y DESARROLLO TURISTICO,LA PAZ,Multimunicipal LOS ANDES,70,CREDEX,415,AIF,DESARROLLO SOSTENIBLE DEL LAGO TITICACA,04355,4379-BO,Multimunicipal LOS ANDES,21201,-16.399792,-68.477679
374,0410021300000,APOYO AL DESAR. SOSTENIBLE LOCAL DEL LAGO TITICACA,MEJORAR Y APOYAR EL DESARROLLO TURISTICO DEL LAGO TITICACA,4939,0052,MIN-CULT,Ministerio de Culturas,3,INDUSTRIA Y TURISMO,3.3,TURISMO,3.3.1,PROMOCION Y DESARROLLO TURISTICO,LA PAZ,Multimunicipal LOS ANDES,70,CREDEX,415,AIF,DESARROLLO SOSTENIBLE DEL LAGO TITICACA,04355,4379-BO,Multimunicipal LOS ANDES,21201,-16.399792,-68.477679
375,0410021300000,APOYO AL DESAR. SOSTENIBLE LOCAL DEL LAGO TITICACA,MEJORAR Y APOYAR EL DESARROLLO TURISTICO DEL LAGO TITICACA,2869,0052,MIN-CULT,Ministerio de Culturas,3,INDUSTRIA Y TURISMO,3.3,TURISMO,3.3.1,PROMOCION Y DESARROLLO TURISTICO,LA PAZ,Multimunicipal LOS ANDES,70,CREDEX,415,AIF,DESARROLLO SOSTENIBLE DEL LAGO TITICACA,04355,4379-BO,Multimunicipal LOS ANDES,21201,-16.399792,-68.477679
376,0410021300000,APOYO AL DESAR. SOSTENIBLE LOCAL DEL LAGO TITICACA,MEJORAR Y APOYAR EL DESARROLLO TURISTICO DEL LAGO TITICACA,4255,0052,MIN-CULT,Ministerio de Culturas,3,INDUSTRIA Y TURISMO,3.3,TURISMO,3.3.1,PROMOCION Y DESARROLLO TURISTICO,LA PAZ,Multimunicipal OMASUYOS,70,CREDEX,415,AIF,DESARROLLO SOSTENIBLE DEL LAGO TITICACA,04355,4379-BO,Multimunicipal OMASUYOS,20201,-16.044020,-68.684945
377,0410021300000,APOYO AL DESAR. SOSTENIBLE LOCAL DEL LAGO TITICACA,MEJORAR Y APOYAR EL DESARROLLO TURISTICO DEL LAGO TITICACA,20023,0052,MIN-CULT,Ministerio de Culturas,3,INDUSTRIA Y TURISMO,3.3,TURISMO,3.3.1,PROMOCION Y DESARROLLO TURISTICO,LA PAZ,Multimunicipal OMASUYOS,70,CREDEX,415,AIF,DESARROLLO SOSTENIBLE DEL LAGO TITICACA,04355,4379-BO,Multimunicipal OMASUYOS,20201,-16.044020,-68.684945
378,0410021300000,APOYO AL DESAR. SOSTENIBLE LOCAL DEL LAGO TITICACA,MEJORAR Y APOYAR EL DESARROLLO TURISTICO DEL LAGO TITICACA,372547,0052,MIN-CULT,Ministerio de Culturas,3,INDUSTRIA Y TURISMO,3.3,TURISMO,3.3.1,PROMOCION Y DESARROLLO TURISTICO,LA PAZ,Multimunicipal OMASUYOS,70,CREDEX,415,AIF,DESARROLLO SOSTENIBLE DEL LAGO TITICACA,04355,4379-BO,Multimunicipal OMASUYOS,20201,-16.044020,-68.684945
379,0410021300000,APOYO AL DESAR. SOSTENIBLE LOCAL DEL LAGO TITICACA,MEJORAR Y APOYAR EL DESARROLLO TURISTICO DEL LAGO TITICACA,4939,0052,MIN-CULT,Ministerio de Culturas,3,INDUSTRIA Y TURISMO,3.3,TURISMO,3.3.1,PROMOCION Y DESARROLLO TURISTICO,LA PAZ,Multimunicipal OMASUYOS,70,CREDEX,415,AIF,DESARROLLO SOSTENIBLE DEL LAGO TITICACA,04355,4379-BO,Multimunicipal OMASUYOS,20201,-16.044020,-68.684945
380,0410021300000,APOYO AL DESAR. SOSTENIBLE LOCAL DEL LAGO TITICACA,MEJORAR Y APOYAR EL DESARROLLO TURISTICO DEL LAGO TITICACA,2869,0052,MIN-CULT,Ministerio de Culturas,3,INDUSTRIA Y TURISMO,3.3,TURISMO,3.3.1,PROMOCION Y DESARROLLO TURISTICO,LA PAZ,Multimunicipal OMASUYOS,70,CREDEX,415,AIF,DESARROLLO SOSTENIBLE DEL LAGO TITICACA,04355,4379-BO,Multimunicipal OMASUYOS,20201,-16.044020,-68.684945
429,0410304200000,IMPLEM. EMPRESA NACIONAL COMERCIO INTERNACIONAL EN BOLIVIA,Implementar una empresa nacional de comercio internacional que facilite a los productores nacionales mayores oportunidades de exportacion de la micro y peque§a empresa ,43280,0041,MIN-DPEP,Ministerio de Desarrollo Productivo y Econom°a Plural,3,INDUSTRIA Y TURISMO,3.2,INDUSTRIA MANUFACTURERA,3.2.1,FOMENTO A LA PRODUCCION Y LA MICROEMPRESA,NACIONAL,Multimunicipal,70,CREDEX,411,BID,PROGRAMA DE APOYO AL SIST. NAL. DE INV. PUBLICA,04241,1678/SF-BO,Multimunicipal,20101,-16.495723,-68.133580
640,0460003200000,DESAR. PROGRAMA PROTECCION SOCIAL MADRE-NI•O (BONO J.AZURDUY),Contribuir a la disminucion cronica en ni•os y ni•as menores de dos a•os en las zonas rurales y urbanas mas vulnerables del pais a traves del cuidado integral de la madre embarazada y ni•os y ni•as menores de dos a•os,498624,0046,MIN-SAL,Ministerio de Salud y Deportes,8,SALUD Y SEGURIDAD SOCIAL,8.4,OTROS SALUD PUBLICA,8.4.1,ATENCION PRIMARIA EN SALUD,NACIONAL,Multimunicipal,70,CREDEX,415,AIF,PROG INV. NI•OS Y JOVENES PROT SOCIAL,04532,4396-BO,Multimunicipal,20101,-16.495723,-68.133580
641,0460003200000,DESAR. PROGRAMA PROTECCION SOCIAL MADRE-NI•O (BONO J.AZURDUY),Contribuir a la disminucion cronica en ni•os y ni•as menores de dos a•os en las zonas rurales y urbanas mas vulnerables del pais a traves del cuidado integral de la madre embarazada y ni•os y ni•as menores de dos a•os,81859,0046,MIN-SAL,Ministerio de Salud y Deportes,8,SALUD Y SEGURIDAD SOCIAL,8.4,OTROS SALUD PUBLICA,8.4.1,ATENCION PRIMARIA EN SALUD,NACIONAL,Multimunicipal,70,CREDEX,415,AIF,PROG INV. NI•OS Y JOVENES PROT SOCIAL,04532,4396-BO,Multimunicipal,20101,-16.495723,-68.133580
642,0460003200000,DESAR. PROGRAMA PROTECCION SOCIAL MADRE-NI•O (BONO J.AZURDUY),Contribuir a la disminucion cronica en ni•os y ni•as menores de dos a•os en las zonas rurales y urbanas mas vulnerables del pais a traves del cuidado integral de la madre embarazada y ni•os y ni•as menores de dos a•os,91800,0046,MIN-SAL,Ministerio de Salud y Deportes,8,SALUD Y SEGURIDAD SOCIAL,8.4,OTROS SALUD PUBLICA,8.4.1,ATENCION PRIMARIA EN SALUD,NACIONAL,Multimunicipal,70,CREDEX,415,AIF,PROG INV. NI•OS Y JOVENES PROT SOCIAL,04532,4396-BO,Multimunicipal,20101,-16.495723,-68.133580
643,0460003200000,DESAR. PROGRAMA PROTECCION SOCIAL MADRE-NI•O (BONO J.AZURDUY),Contribuir a la disminucion cronica en ni•os y ni•as menores de dos a•os en las zonas rurales y urbanas mas vulnerables del pais a traves del cuidado integral de la madre embarazada y ni•os y ni•as menores de dos a•os,1595603,0046,MIN-SAL,Ministerio de Salud y Deportes,8,SALUD Y SEGURIDAD SOCIAL,8.4,OTROS SALUD PUBLICA,8.4.1,ATENCION PRIMARIA EN SALUD,NACIONAL,Multimunicipal,70,CREDEX,415,AIF,PROG INV. NI•OS Y JOVENES PROT SOCIAL,04532,4396-BO,Multimunicipal,20101,-16.495723,-68.133580
644,0460003200000,DESAR. PROGRAMA PROTECCION SOCIAL MADRE-NI•O (BONO J.AZURDUY),Contribuir a la disminucion cronica en ni•os y ni•as menores de dos a•os en las zonas rurales y urbanas mas vulnerables del pais a traves del cuidado integral de la madre embarazada y ni•os y ni•as menores de dos a•os,86179247,0046,MIN-SAL,Ministerio de Salud y Deportes,8,SALUD Y SEGURIDAD SOCIAL,8.4,OTROS SALUD PUBLICA,8.4.1,ATENCION PRIMARIA EN SALUD,NACIONAL,Multimunicipal,70,CREDEX,415,AIF,PROG INV. NI•OS Y JOVENES PROT SOCIAL,04532,4396-BO,Multimunicipal,20101,-16.495723,-68.133580
645,0460003200000,DESAR. PROGRAMA PROTECCION SOCIAL MADRE-NI•O (BONO J.AZURDUY),Contribuir a la disminucion cronica en ni•os y ni•as menores de dos a•os en las zonas rurales y urbanas mas vulnerables del pais a traves del cuidado integral de la madre embarazada y ni•os y ni•as menores de dos a•os,1304452,0046,MIN-SAL,Ministerio de Salud y Deportes,8,SALUD Y SEGURIDAD SOCIAL,8.4,OTROS SALUD PUBLICA,8.4.1,ATENCION PRIMARIA EN SALUD,NACIONAL,Multimunicipal,70,CREDEX,415,AIF,PROG INV. NI•OS Y JOVENES PROT SOCIAL,04532,4396-BO,Multimunicipal,20101,-16.495723,-68.133580
646,0460003200000,DESAR. PROGRAMA PROTECCION SOCIAL MADRE-NI•O (BONO J.AZURDUY),Contribuir a la disminucion cronica en ni•os y ni•as menores de dos a•os en las zonas rurales y urbanas mas vulnerables del pais a traves del cuidado integral de la madre embarazada y ni•os y ni•as menores de dos a•os,5690865,0046,MIN-SAL,Ministerio de Salud y Deportes,8,SALUD Y SEGURIDAD SOCIAL,8.4,OTROS SALUD PUBLICA,8.4.1,ATENCION PRIMARIA EN SALUD,NACIONAL,Multimunicipal,70,CREDEX,415,AIF,PROG INV. NI•OS Y JOVENES PROT SOCIAL,04532,4396-BO,Multimunicipal,20101,-16.495723,-68.133580
647,0460003200000,DESAR. PROGRAMA PROTECCION SOCIAL MADRE-NI•O (BONO J.AZURDUY),Contribuir a la disminucion cronica en ni•os y ni•as menores de dos a•os en las zonas rurales y urbanas mas vulnerables del pais a traves del cuidado integral de la madre embarazada y ni•os y ni•as menores de dos a•os,498624,0046,MIN-SAL,Ministerio de Salud y Deportes,8,SALUD Y SEGURIDAD SOCIAL,8.4,OTROS SALUD PUBLICA,8.4.1,ATENCION PRIMARIA EN SALUD,NACIONAL,Multimunicipal,70,CREDEX,411,BID,APOYO PROGRAMA DE ERRADICACION EXTREMA POBREZA (PEEP) FASE I,04534,2252/BL-BO,Multimunicipal,20101,-16.495723,-68.133580
648,0460003200000,DESAR. PROGRAMA PROTECCION SOCIAL MADRE-NI•O (BONO J.AZURDUY),Contribuir a la disminucion cronica en ni•os y ni•as menores de dos a•os en las zonas rurales y urbanas mas vulnerables del pais a traves del cuidado integral de la madre embarazada y ni•os y ni•as menores de dos a•os,81859,0046,MIN-SAL,Ministerio de Salud y Deportes,8,SALUD Y SEGURIDAD SOCIAL,8.4,OTROS SALUD PUBLICA,8.4.1,ATENCION PRIMARIA EN SALUD,NACIONAL,Multimunicipal,70,CREDEX,411,BID,APOYO PROGRAMA DE ERRADICACION EXTREMA POBREZA (PEEP) FASE I,04534,2252/BL-BO,Multimunicipal,20101,-16.495723,-68.133580
649,0460003200000,DESAR. PROGRAMA PROTECCION SOCIAL MADRE-NI•O (BONO J.AZURDUY),Contribuir a la disminucion cronica en ni•os y ni•as menores de dos a•os en las zonas rurales y urbanas mas vulnerables del pais a traves del cuidado integral de la madre embarazada y ni•os y ni•as menores de dos a•os,91800,0046,MIN-SAL,Ministerio de Salud y Deportes,8,SALUD Y SEGURIDAD SOCIAL,8.4,OTROS SALUD PUBLICA,8.4.1,ATENCION PRIMARIA EN SALUD,NACIONAL,Multimunicipal,70,CREDEX,411,BID,APOYO PROGRAMA DE ERRADICACION EXTREMA POBREZA (PEEP) FASE I,04534,2252/BL-BO,Multimunicipal,20101,-16.495723,-68.133580
650,0460003200000,DESAR. PROGRAMA PROTECCION SOCIAL MADRE-NI•O (BONO J.AZURDUY),Contribuir a la disminucion cronica en ni•os y ni•as menores de dos a•os en las zonas rurales y urbanas mas vulnerables del pais a traves del cuidado integral de la madre embarazada y ni•os y ni•as menores de dos a•os,1595603,0046,MIN-SAL,Ministerio de Salud y Deportes,8,SALUD Y SEGURIDAD SOCIAL,8.4,OTROS SALUD PUBLICA,8.4.1,ATENCION PRIMARIA EN SALUD,NACIONAL,Multimunicipal,70,CREDEX,411,BID,APOYO PROGRAMA DE ERRADICACION EXTREMA POBREZA (PEEP) FASE I,04534,2252/BL-BO,Multimunicipal,20101,-16.495723,-68.133580
651,0460003200000,DESAR. PROGRAMA PROTECCION SOCIAL MADRE-NI•O (BONO J.AZURDUY),Contribuir a la disminucion cronica en ni•os y ni•as menores de dos a•os en las zonas rurales y urbanas mas vulnerables del pais a traves del cuidado integral de la madre embarazada y ni•os y ni•as menores de dos a•os,86179247,0046,MIN-SAL,Ministerio de Salud y Deportes,8,SALUD Y SEGURIDAD SOCIAL,8.4,OTROS SALUD PUBLICA,8.4.1,ATENCION PRIMARIA EN SALUD,NACIONAL,Multimunicipal,70,CREDEX,411,BID,APOYO PROGRAMA DE ERRADICACION EXTREMA POBREZA (PEEP) FASE I,04534,2252/BL-BO,Multimunicipal,20101,-16.495723,-68.133580
652,0460003200000,DESAR. PROGRAMA PROTECCION SOCIAL MADRE-NI•O (BONO J.AZURDUY),Contribuir a la disminucion cronica en ni•os y ni•as menores de dos a•os en las zonas rurales y urbanas mas vulnerables del pais a traves del cuidado integral de la madre embarazada y ni•os y ni•as menores de dos a•os,1304452,0046,MIN-SAL,Ministerio de Salud y Deportes,8,SALUD Y SEGURIDAD SOCIAL,8.4,OTROS SALUD PUBLICA,8.4.1,ATENCION PRIMARIA EN SALUD,NACIONAL,Multimunicipal,70,CREDEX,411,BID,APOYO PROGRAMA DE ERRADICACION EXTREMA POBREZA (PEEP) FASE I,04534,2252/BL-BO,Multimunicipal,20101,-16.495723,-68.133580
653,0460003200000,DESAR. PROGRAMA PROTECCION SOCIAL MADRE-NI•O (BONO J.AZURDUY),Contribuir a la disminucion cronica en ni•os y ni•as menores de dos a•os en las zonas rurales y urbanas mas vulnerables del pais a traves del cuidado integral de la madre embarazada y ni•os y ni•as menores de dos a•os,5690865,0046,MIN-SAL,Ministerio de Salud y Deportes,8,SALUD Y SEGURIDAD SOCIAL,8.4,OTROS SALUD PUBLICA,8.4.1,ATENCION PRIMARIA EN SALUD,NACIONAL,Multimunicipal,70,CREDEX,411,BID,APOYO PROGRAMA DE ERRADICACION EXTREMA POBREZA (PEEP) FASE I,04534,2252/BL-BO,Multimunicipal,20101,-16.495723,-68.133580
654,0460003500000,DESAR. EXPAN. ACCESO Y REDUC.INEQUIDADES EN SALUD BOLIVIA,EL PROYECTO CONTRIBUIR? A DISMINUIR LAS TASAS DE MORBILIDAD MATERNO INFANTIL POR ENFERMEDADES PREVENIBLES Y EVITABLES EN LOS GRUPOS POBLACIONALES DE MAYOR VULNERABILIDAD SOCIAL ,6283880,0046,MIN-SAL,Ministerio de Salud y Deportes,8,SALUD Y SEGURIDAD SOCIAL,8.5,MULTIPROGRAMA,8.5.1,MULTIPROGRAMA SALUD,NACIONAL,Multimunicipal,70,CREDEX,415,AIF,PROY EXP. ACCESO SS SALUD APL III,04533,4382-BO,Multimunicipal,20101,-16.495723,-68.133580
655,0460003500000,DESAR. EXPAN. ACCESO Y REDUC.INEQUIDADES EN SALUD BOLIVIA,EL PROYECTO CONTRIBUIR? A DISMINUIR LAS TASAS DE MORBILIDAD MATERNO INFANTIL POR ENFERMEDADES PREVENIBLES Y EVITABLES EN LOS GRUPOS POBLACIONALES DE MAYOR VULNERABILIDAD SOCIAL ,6342920,0046,MIN-SAL,Ministerio de Salud y Deportes,8,SALUD Y SEGURIDAD SOCIAL,8.5,MULTIPROGRAMA,8.5.1,MULTIPROGRAMA SALUD,NACIONAL,Multimunicipal,70,CREDEX,415,AIF,PROY EXP. ACCESO SS SALUD APL III,04533,4382-BO,Multimunicipal,20101,-16.495723,-68.133580
